id,name,price,description,image,category_id,brand_id,brand_name,tiki_product_id
29,Điện thoại Masstel Lux 10 4G - Sang trọng - Gọi HD Call - Hàng chính hãng,549000,"Thắng Thao Mobile cam kếtMáy chuẩn 4G không lo cắt sóng 2GHàng chính hãng mới 100%Bảo hành 12 tháng THÔNG TIN CHI TIẾT :  Màu Sắc : Blue, Green, Silver Dung Lượng Pin : 1400 mAh Màn hình...",https://salt.tikicdn.com/cache/280x280/ts/product/bb/d4/c2/da17e0ac867fe320f70c634eab63ea43.jpg,1,112638,Masstel,197960169
30,Điện Thoại Cố Định Panasonic KX-TS580MX - Hàng chính hãng,940000,"Điện thoại bàn Panasonic KX-TS580K - Mầu đen Trắng·Màn hình LCD hiển thị rõ ràng và dễ đọc.·Hiển thị số điện thoại gọi đến, gọi đi.·Nhớ 50 số điện thoại gọi đến, 20 số gọi đi.·Danh bạ nhớ 50 tên v...",https://salt.tikicdn.com/cache/280x280/ts/product/af/54/58/7d7533b202de2b84d6595027e2d62f81.jpg,1,18804,Panasonic,11415485
31,Điện thoại Nokia C30 2GB/32GB - Hàng chính hãng,1550000,"Giải trí hoàn hảo với màn hình siêu rộng 6.82” chuẩn HD+ mang đến trải nghiệm giải trí sắc nét và thưởng thức nội dung trọn vẹn.Pin bền bỉ dài ngày, Pin trâu bền bỉ 6000 mAh cho thời gian làm việc và ...",https://salt.tikicdn.com/cache/280x280/ts/product/ae/77/39/dc4d08a8b156a0c2f797f95a1860bc8c.jpg,1,19673,Nokia,125590981
32,Máy đọc sách Kobo Clara 2e - Hàng Chính Hãng,2990000,GIỚI THIỆUKobo Clara là dòng máy đọc sách 6inch nhỏ gọn với các tính năng mà chỉ xuất hiện ở các dòng máy đọc sách cao cấp. Tự tin là máy đọc sách không có đối thủ trong phân khúc..Sản phù hợp đáp ứ...,https://salt.tikicdn.com/cache/280x280/ts/product/df/2e/70/0b6bbfe30368b689dae79b3aab01cf20.jpg,1,183625,Kobo,270794184
33,Điện thoại bàn Ktel 645 hàng chính hãng,398000,"• Màn hình lớn gấp đôi-số to, rõ hiện lịch, đồng hồ, số gọi tới, gọi đi (không pin).• Bộ nhớ 30 cuộc gọi tới, 10 cuộc gọi đi (mã vùng, số điện thoại, thời gian).• Xóa, gọi lại số gọi đi, gọi tới. Nhấn...",https://salt.tikicdn.com/cache/280x280/ts/product/ee/92/92/def752a331e3d6c937308018f66aef33.jpg,1,5178283,KTEL,170165701
34,"Máy tính bảng Fire HD10 2021 - 11th - (All New Fire HD10 - 2021) - Ram 3/4GB, bộ nhớ 32GB, màn hình 1080 FullHD",3700000,ALL NEW Fire HD10 2021 (11th) là dòng sản phẩm đánh vào phân khúc giá rẻ của máy tính bảng. Mục đích ban đầu của nhà sản xuất là bù đắp cho sự thiếu hụt của máy đọc sách công nghệ Eink ở tính năng đọc...,https://salt.tikicdn.com/cache/280x280/ts/product/5a/e3/eb/69dfb9e816fa2467b0ebddde6b837dad.jpg,1,111461,OEM,150724369
35,Máy tính bảng Kindle File HD 8 (10th generation - 2020) Hàng nhập khẩu,2250000,"Đánh giá máy tính bảng giá rẻ Amazon Fire HD 8 2020: Đã tốt nay còn tốt hơn!Amazon Fire HD 8 2020 với bộ xử lý nhanh hơn, dung lượng RAM mở rộng cùng cổng sạc USB-C sẽ là chiếc máy tính bảng giá rẻ cự...",https://salt.tikicdn.com/cache/280x280/ts/product/ae/a0/5a/4c2fce9c5bac5e8e8ff55dd748464ef0.jpg,1,147856,Kindle,173557858
36,Điện thoại Xiaomi Redmi 9A (2GB/32GB) - Hàng chính hãng,1790000,"Cấu hình Điện thoại Xiaomi Redmi 9A Màn hình: IPS LCD6.53""HD+Hệ điều hành: Android 10Camera sau: 13 MPCamera trước: 5 MPChip: MediaTek Helio G25RAM: 2 GBBộ nhớ trong: 32 GBSIM: 2 Nano SIMHỗ t...",https://salt.tikicdn.com/cache/280x280/ts/product/d5/07/9f/4ca7dfbb9c37e3d3f3ecc1c66b83817d.jpg,1,25422,Xiaomi,172329599
37,Điện thoại Nokia 105 4G - Hàng chính hãng,675000,"​Nokia 105 4G - Chiếc điện thoại phổ thông nổi bật với thiết kế sang trọng, khả năng nghe gọi bền bỉ trong thời gian dài, hỗ trợ công nghệ 4G cùng nhiều tiện ích giải trí hấp dẫn khác đến từ nhà Nokia...",https://salt.tikicdn.com/cache/280x280/ts/product/2c/b3/31/c2460f6ae2e24aac3b17a9872c8243b7.jpg,1,19673,Nokia,168526284
38,Điện thoại Itel it9010 4G - Hàng chính hãng,399000,"Cấu hình Điện thoại Itel it9010 4G Màn hình: LCD1.77""256.000 màuSIM: 2 Micro SIMHỗ trợ 4GDanh bạ: 2000 sốThẻ nhớ: MicroSD, hỗ trợ tối đa 64 GBCamera sau: 0.08 MPRadio FM: CóJack cắm tai nghe: ...",https://salt.tikicdn.com/cache/280x280/ts/product/98/de/7a/ab7fd64852ee97c026915904d1a3da7c.jpg,1,111684,Itel,184578632
39,"Điện thoại cố định không dây cho người già, màn hình hiển thị đầu số - Hàng chính hãng",490000,"Điện thoại bànĐiện thoại cố định không dâyDòng cố định không dây lắp SIMLắp SIM cố định hoặc SIM di động đều đượcLắp tất cả các loại SIM của tất cả các thị trường hiện có Viettel, Vina, Mobi, Viet...",https://salt.tikicdn.com/cache/280x280/ts/product/76/d8/38/696f093021940f0ffe332f2fb05e0971.jpg,1,19788,Huawei,42333095
40, Máy tính bảng Oppo Pad Air (4GB/64GB) - Hàng Chính Hãng,5490000,Thiết kế hiện đạiMáy tính bảng OPPO Pad Air sử dụng kiểu thiết kế vuông vức trông rất hợp xu hướng. Mặt lưng thiết bị có một ống kính camera đơn và có thiết kế vệt màu chạy dọc mặt lưng độc đáo.OPPO...,https://salt.tikicdn.com/cache/280x280/ts/product/3d/0c/dd/ed807863cff5dd3a112b0d000ba6c3ff.jpg,1,25643,OPPO,195317118
41,"Ulefone Armor X 5 ( chống nước,chống va đập,pin 5.000mAh ) hàng chính hãng",3990000,"Được chứng nhận đạt mức IP68 / IP69K cao nhất, nó có thể xử lý 30 phút ngâm trong 1,5 mét nước hoặc 24 giờ nộp trong 1 mét bê tông. Trong khi đó, nó cũng có thể chịu được những giọt lớn lên tới 1,2 ...",https://salt.tikicdn.com/cache/280x280/ts/product/db/dc/95/b3035c9a5987661b9579a247bdb9d76a.jpg,1,169013,Ulefone,29931445
42,"Điện thoại Ulefone Armor 14 pro (chống nước,chống va đập,pin khủng,pin 10.000mAh,Ram 8Gb,Rom 128Gb)- hàng chính hãng",5990000,"·Chú ý : Đối với điện thoại chống nước quý khách nên đậy thật kỹ nút sạc,tai nghe,khe sim khi sủ dụ       Pin Beast 10000mAh Viên pin 10000mAh khổng lồ bên trong hoàn toàn có thể đáp ứng nhu cầu sử dụ...",https://salt.tikicdn.com/cache/280x280/ts/product/cc/02/3a/1d54b42c01e58cfcc866585cb61f7ee6.jpg,1,169013,Ulefone,181266509
43,"Điện thoại Itel it9200 4G - WIFI - Xem YTB , FB - Hàng chính hãng",569000,"Thắng Thao Mobile cam kếtMáy chuẩn 4G không lo cắt sóng 2GHàng chính hãng mới 100%Bảo hành 12 thángCấu hình Điện thoại Itel it9200 4G️Màn hình: TFT LCD2.4""262.000 màu️SIM: 2 Micro SIMHỗ trợ 4G️Danh ...",https://salt.tikicdn.com/cache/280x280/ts/product/19/a0/92/8351ed8fb2cc451eb67df2218bf06b98.jpg,1,111684,Itel,181452535
44,Máy đọc sách Kobo Sage - hàng nhập khẩu,7860000,"Bản nâng cấp của Kobo Forma mới ra mắt, mở bán lần đầu trên thế giới ngày 20/10/2021. Libra 2 và Sage là những chiếc máy đọc được mong chờ nhất cuối năm 2021. ĐẶC TRƯNG CỦA DÒNG MÁY:KÍCH THƯỚC MÀN:...",https://salt.tikicdn.com/cache/280x280/ts/product/fc/f3/0e/bcb04712f34c9c6ee327b9bc95c10b22.jpg,1,183625,Kobo,140940220
45,Điện thoại Masstel FAMI 60 4G Pin 2000 mah - Hàng chính hãng,649000,"Masstel Fami 60 là chiếc điện thoại phổ thông dành tặng riêng cho người cao tuổi với thiết kế gọn gàng, màn hình rõ nét và cụm loa ngoài cực lớn cùng pin “siêu trâu”, hỗ trợ công nghệ đàm thoại LTE 4G...",https://salt.tikicdn.com/cache/280x280/ts/product/fa/88/08/8bb05994e47a72ff697a390072e398ce.jpg,1,112638,Masstel,167466044
46,"Điện thoại Masstel IZI 20 4G , Pin 1700 mAh - Hàng chính hãng ",429000,"Cấu hình Điện thoại Masstel IZI 20 4G Màn hình: TFT LCD1.77""262.000 màuSIM: 2 Nano SIMHỗ trợ 4G VoLTEDanh bạ: 500 sốThẻ nhớ: MicroSD, hỗ trợ tối đa 32 GBCamera sau: 0.08 MPRadio FM: FM không cầ...",https://salt.tikicdn.com/cache/280x280/ts/product/2b/70/5a/65dbd5a01e1b4742064d41f55a230ce0.jpg,1,112638,Masstel,167465704
47,"Điện Thoại Người Già Masstel Fami 60 4G - Loa To, FM Không Dây, Đọc Số Bằng Giọng Nói, SOS, Đèn Pin Kép,... Hàng Chính Hãng",675000,"  Điện Thoại Người Già Masstel Fami 60 4G - Loa To, FM Không Dây, SOS, Đọc Số Bằng Giọng Nói, Đèn Pin Kép, Hỗ Trợ 4G LTE, MỚI 100%, CHÍNH HÃNG 100% được phân phối chính thức tại DI ĐỘNG IZI.    SHOP...",https://salt.tikicdn.com/cache/280x280/ts/product/87/33/ab/1c538e6b6ec69cab99a47bfa7f63c3f7.jpg,1,112638,Masstel,170448099
48,"Máy đọc sách Kobo Libra H20 8GB Trắng/Đen có đèn nền vàng, chống nước - Hàng nhập khẩu",4499000,Máy đọc sách Kobo Libra H2O cung cấp dung lượng lưu trữ 8GB. Màn hình có tính năng Comfort Light Pro  phát ra màu sắc tối ưu dựa trên thời gian trong ngày. Pin có thể kéo dài hàng tuần.Máy Kobo Libra...,https://salt.tikicdn.com/cache/280x280/ts/product/2c/12/8f/6530deee7b232c8616d9bb42fbe2129d.jpg,1,183625,Kobo,74776150
49,"Điện Thoại Bàn Không Dây Lắp Các Loại Sim Di Động Cố Địnḥ Viettel, Mobiphone, Vinaphone",799000,"Điện thoại bàn Điện thoại cố định không dây Dòng cố định không dây lắp SIM Lắp SIM cố định hoặc SIM di động đều được Lắp tất cả các loại SIM của tất cả các thị trường hiện có Viettel, Vina, Mobi, Viet...",https://salt.tikicdn.com/cache/280x280/ts/product/c6/16/a4/e0169694449afe63f489d7a3c81facf4.jpg,1,111461,OEM,144200408
50,Điện thoại Masstel Fami 65 4G - Tặng dock sạc - Gọi HD Call - Hàng chính hãng,669000,"Thắng Thao Mobile cam kếtMáy chuẩn 4G không lo cắt sóng 2GHàng chính hãng mới 100%Bảo hành 12 tháng Thông tin chi tiết  Màu Sắc :Black, Blue, Gold Màn hình: 2.31 inch QVGA Hỗ Trợ Thẻ Nhớ: Mic...",https://salt.tikicdn.com/cache/280x280/ts/product/61/6d/ea/72e56bc245d1f948a43dc11ac05507b6.jpg,1,112638,Masstel,197666071
51,Điện thoại Panasonic KX-TSC11MX -Hàng chính hãng,599000,"Hiển thị số gọi đến và gọi đi (nhớ được 50 số gọi đến và 20 số gọi đi ).Kiểm tra, xóa, và gọi lại số gọi đến và gọi đi.Tự động điền mã vùng và mã di động vào số máy bạn gọi.Tự động phân biệt và gọi...",https://salt.tikicdn.com/cache/280x280/ts/product/95/db/22/273ba8c5adddf25e7a57281e1d7e47b7.jpg,1,18804,Panasonic,117929342
52,Điện thoại bàn không dây Panasonic KX-TGD312 - Hàng Chính Hãng,2090000,"Dù với sự phát triển ngày càng mạnh mẽ và thông dụng của điện thoại di động, nhưng chiếc điện thoại bàn vẫn luôn gắn bó và có mặt trong mọi gia đình Việt. Điện thoài bàn ngày nay đã được cải tiến với ...",https://salt.tikicdn.com/cache/280x280/ts/product/89/54/f7/30ab541c229501e179bb3788eba97b3b.jpg,1,18804,Panasonic,11251711
53,Điện thoại để bàn Panasonic KX-TS880 hàng chính hãng,1150000," Được thiết kế đơn giản, thanh thoát nhưng rất sang trọng. Với nhiều màu sắc khác nhau, thiết bị cho bạn có thể lựa chọn màu sắc phù hợp với căn phòng của mình. Panasonic KX- TS840 thích hợp dùng tron...",https://salt.tikicdn.com/cache/280x280/ts/product/66/f6/8c/d27276cd9a9849356dc5382f03a18972.jpg,1,18804,Panasonic,16521748
54,Điện Thoại Bàn Panasonic KX-TSC11 - Hàng Chính Hãng,689000,"Thiết kế nổi bật, tiện íchĐiện Thoại Bàn Panasonic KX-TSC11 được thiết kế đơn giản, thanh thoát nhưng rất sang trọng. Với màu sắc bắt mắt KX-TS500 làm cho căn phòng của bạn thêm nổi bật. Máy thích hợ...",https://salt.tikicdn.com/cache/280x280/ts/product/1e/d0/02/a1ddac9b56a2df5a4e1aa925eab04a22.jpg,1,18804,Panasonic,4048581
55,Điện thoại bàn không dây Panasonic KX-TGC313 - Hàng Chính Hãng,2200000,"Dù với sự phát triển ngày càng mạnh mẽ và thông dụng của điện thoại di động, nhưng chiếc điện thoại bàn vẫn luôn gắn bó và có mặt trong mọi gia đình Việt. Điện thoài bàn ngày nay đã được cải tiến với ...",https://salt.tikicdn.com/cache/280x280/ts/product/d4/7e/c9/72e19580d556fa02d030cc6e77d1c6fd.jpg,1,18804,Panasonic,23142193
56,Paperwhite 5 (11th-generation) - 2021 - Hàng Nhập Khẩu,5499000,"- Màn hình : 6.8Inch, mật độ hiển thị màn hình 300ppi, đèn điều chỉnh 16 cấp độ- Kích thước : 4.9” x 6.9” x .32” (124.6 x 174.2 x 8.1 mm)- Trọng lượng : 7.23 oz (205 g)- Dung lượng : 8GB hoặc 32GB(bản...",https://salt.tikicdn.com/cache/280x280/ts/product/b9/f0/0c/de7e0ea4ebf22306441e3d7e9279cc25.jpg,1,111461,OEM,128895957
57,Máy đọc sách Kobo Elipsa - Hàng nhập khẩu,12000000,"Cấu hình Kobo ElipsaMàn hìnhMàn hình 10.3"", công nghệ E Ink Carta 1200 Độ phân giải 1404 x 1872 (227 ppi) với Dark ModeBộ nhớ32 GBCPUChip 4 nhân * 1.8 GHzKết nốiWi Fi 802.11 ac/b/g/n...",https://salt.tikicdn.com/cache/280x280/ts/product/72/31/b7/df620252e07349913d76ca929a0a903b.jpeg,1,183625,Kobo,118486668
